Interaction ID,LR Pair,Ligand_gene,Receptor_gene,Evidence,AI summary,Ligand_aliases,Receptor_aliases,Ligand ZFIN ID,Receptor ZFIN ID,Ligand ENSEMBL ID,Receptor ENSEMBL ID,Ligand Location,Receptor Location
CDB15:0000288,si:dkey-14d8.20 si:dkey-14d8.20,si:dkey-14d8.20,si:dkey-14d8.20,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-si:dkey-14d8.20%20si:dkey-14d8.20-based-on-Pubmed-ID-9723705-in-zebrafish,si:dkey-14d8.20,si:dkey-14d8.20,ZDB-GENE-041210-146,ZDB-GENE-041210-146,ENSDARG00000045837,ENSDARG00000045837,secreted,cell membrane
CDB15:0000290,cdh1 itgae.2,cdh1,itgae.2,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-cdh1%20itgae.2-based-on-Pubmed-ID-12434297,%207969453,%209233649,%209425167-in-zebrafish","cdh1 (cadherin 1, type 1, E-cadherin (epithelial), E-cadherin), cdh1 (cadherin 1, type 1, E-cadherin (epithelial), hab), cdh1 (cadherin 1, type 1, E-cadherin (epithelial), half baked)","itgae.2 (integrin, alpha E, tandem duplicate 2, itgae), itgae.2 (integrin, alpha E, tandem duplicate 2, si:ch211-24o10.9), itgae.2 (integrin, alpha E, tandem duplicate 2, zmp:0000000668)",ZDB-GENE-010606-1,ZDB-GENE-130530-671,ENSDARG00000102750,ENSDARG00000057787,cell membrane,cell membrane
CDB15:0000291,cdh1 itgb7,cdh1,itgb7,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-cdh1%20itgb7-based-on-Pubmed-ID-9425167-in-zebrafish,"cdh1 (cadherin 1, type 1, E-cadherin (epithelial), E-cadherin), cdh1 (cadherin 1, type 1, E-cadherin (epithelial), hab), cdh1 (cadherin 1, type 1, E-cadherin (epithelial), half baked)",itgb7,ZDB-GENE-010606-1,ZDB-GENE-100728-2,ENSDARG00000102750,ENSDARG00000044318,cell membrane,cell membrane
CDB15:0000292,cdh1 si:ch211-214k5.3,cdh1,si:ch211-214k5.3,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-cdh1%20si:ch211-214k5.3-based-on-Pubmed-ID-16461340,%2019604491-in-zebrafish","cdh1 (cadherin 1, type 1, E-cadherin (epithelial), E-cadherin), cdh1 (cadherin 1, type 1, E-cadherin (epithelial), hab), cdh1 (cadherin 1, type 1, E-cadherin (epithelial), half baked)",si:ch211-214k5.3,ZDB-GENE-010606-1,ZDB-GENE-041210-206,ENSDARG00000102750,ENSDARG00000043894,cell membrane,cell membrane
CDB15:0000293,cel.1 cxcr4a,cel.1,cxcr4a,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-cel.1%20cxcr4a-based-on-Pubmed-ID-18037996-in-zebrafish,"cel.1 (carboxyl ester lipase, tandem duplicate 1, basal.1), cel.1 (carboxyl ester lipase, tandem duplicate 1, fb62e11), cel.1 (carboxyl ester lipase, tandem duplicate 1, wu:fb62e11), cel.1 (carboxyl ester lipase, tandem duplicate 1, zgc:66457), cel.1 (carboxyl ester lipase, tandem duplicate 1, zgc:92042)","cxcr4a (chemokine (C-X-C motif) receptor 4a, cb824)",ZDB-GENE-030131-1201,ZDB-GENE-020102-1,ENSDARG00000017490,ENSDARG00000057633,secreted,cell membrane
CDB15:0000294,cfh itgam.2,cfh,itgam.2,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-cfh%20itgam.2-based-on-Pubmed-ID-9558116-in-zebrafish,"cfh (complement factor H, im:7147412), cfh (complement factor H, si:ch211-207o17.2)","itgam.2 (integrin, alpha M (complement component 3 receptor 3 subunit), tandem duplicate 2, cd11b), itgam.2 (integrin, alpha M (complement component 3 receptor 3 subunit), tandem duplicate 2, itgam), itgam.2 (integrin, alpha M (complement component 3 receptor 3 subunit), tandem duplicate 2, si:dkey-32n7.5)",ZDB-GENE-050208-661,ZDB-GENE-110510-4,ENSDARG00000100442,ENSDARG00000096587,secreted,cell membrane
CDB15:0000295,cfh selp,cfh,selp,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-cfh%20selp-based-on-Pubmed-ID-10377245-in-zebrafish,"cfh (complement factor H, im:7147412), cfh (complement factor H, si:ch211-207o17.2)","selp (selectin P, si:ch211-260g14.4)",ZDB-GENE-050208-661,ZDB-GENE-110107-2,ENSDARG00000100442,ENSDARG00000042138,secreted,cell membrane
CDB15:0000296,cga fshr,cga,fshr,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-cga%20fshr-based-on-Pubmed-ID-12374801,%2015662415-in-zebrafish","cga (glycoprotein hormones, alpha polypeptide, gonadotropin alpha subunit), cga (glycoprotein hormones, alpha polypeptide, GPHa), cga (glycoprotein hormones, alpha polypeptide, gsu-alpha), cga (glycoprotein hormones, alpha polypeptide, GTH-alpha)","fshr (follicle stimulating hormone receptor, gonadotropic hormone I), fshr (follicle stimulating hormone receptor, GTHR-I), fshr (follicle stimulating hormone receptor, zfGTHR-I)",ZDB-GENE-040715-2,ZDB-GENE-020423-5,ENSDARG00000040479,ENSDARG00000071494,secreted,cell membrane
CDB15:0000297,cga lhcgr,cga,lhcgr,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-cga%20lhcgr-based-on-Pubmed-ID-10342833,%2012727981-in-zebrafish","cga (glycoprotein hormones, alpha polypeptide, gonadotropin alpha subunit), cga (glycoprotein hormones, alpha polypeptide, GPHa), cga (glycoprotein hormones, alpha polypeptide, gsu-alpha), cga (glycoprotein hormones, alpha polypeptide, GTH-alpha)","lhcgr (luteinizing hormone/choriogonadotropin receptor, GTHR-II), lhcgr (luteinizing hormone/choriogonadotropin receptor, lhr), lhcgr (luteinizing hormone/choriogonadotropin receptor, zfGTHR-II)",ZDB-GENE-040715-2,ZDB-GENE-040806-3,ENSDARG00000040479,ENSDARG00000026081,secreted,cell membrane
CDB15:0000298,cga tshr,cga,tshr,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-cga%20tshr-based-on-Pubmed-ID-7919997-in-zebrafish,"cga (glycoprotein hormones, alpha polypeptide, gonadotropin alpha subunit), cga (glycoprotein hormones, alpha polypeptide, GPHa), cga (glycoprotein hormones, alpha polypeptide, gsu-alpha), cga (glycoprotein hormones, alpha polypeptide, GTH-alpha)","tshr (thyroid stimulating hormone receptor, manet), tshr (thyroid stimulating hormone receptor, opallus)",ZDB-GENE-040715-2,ZDB-GENE-110524-4,ENSDARG00000040479,ENSDARG00000037195,secreted,cell membrane
CDB15:0000299,fshb lhcgr,fshb,lhcgr,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-fshb%20lhcgr-based-on-Pubmed-ID-10446903,%2012727981,%201922095,%202254302-in-zebrafish","fshb (follicle stimulating hormone subunit beta, FSHB), fshb (follicle stimulating hormone subunit beta, FSH Beta), fshb (follicle stimulating hormone subunit beta, gthI), fshb (follicle stimulating hormone subunit beta, Gth I)","lhcgr (luteinizing hormone/choriogonadotropin receptor, GTHR-II), lhcgr (luteinizing hormone/choriogonadotropin receptor, lhr), lhcgr (luteinizing hormone/choriogonadotropin receptor, zfGTHR-II)",ZDB-GENE-040806-1,ZDB-GENE-040806-3,ENSDARG00000010841,ENSDARG00000026081,secreted,cell membrane
CDB15:0000300,chad itga2.2,chad,itga2.2,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-chad%20itga2.2-based-on-Pubmed-ID-9281592-in-zebrafish,"chad (chondroadherin, zgc:63475)","itga2.2 (integrin, alpha 2 (CD49B, alpha 2 subunit of VLA-2 receptor), tandem duplicate 2, CD49b), itga2.2 (integrin, alpha 2 (CD49B, alpha 2 subunit of VLA-2 receptor), tandem duplicate 2, si:dkey-27b3.9)",ZDB-GENE-040426-1130,ZDB-GENE-091118-70,ENSDARG00000045071,ENSDARG00000062974,secreted,cell membrane
CDB15:0000301,chad itgb1a,chad,itgb1a,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-chad%20itgb1a-based-on-Pubmed-ID-9281592-in-zebrafish,"chad (chondroadherin, zgc:63475)","itgb1a (integrin, beta 1a, beta1-1)",ZDB-GENE-040426-1130,ZDB-GENE-060803-2,ENSDARG00000045071,ENSDARG00000071863,secreted,cell membrane
CDB15:0000302,clcf1 cntfr,clcf1,cntfr,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-clcf1%20cntfr-based-on-Pubmed-ID-11285233,%2011294841-in-zebrafish","clcf1 (cardiotrophin-like cytokine factor 1, si:dkey-6i22.4)","cntfr (ciliary neurotrophic factor receptor, cb549), cntfr (ciliary neurotrophic factor receptor, fj33e02), cntfr (ciliary neurotrophic factor receptor, sb:cb549), cntfr (ciliary neurotrophic factor receptor, si:bz76a6.1), cntfr (ciliary neurotrophic factor receptor, si:dz248f2.1), cntfr (ciliary neurotrophic factor receptor, si:rp71-76a6.1), cntfr (ciliary neurotrophic factor receptor, wu:fj33e02)",ZDB-GENE-110411-244,ZDB-GENE-030616-82,ENSDARG00000076140,ENSDARG00000028661,secreted,cell membrane
CDB15:0000303,clcf1 il6st,clcf1,il6st,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-clcf1%20il6st-based-on-Pubmed-ID-10966616,%2011285233-in-zebrafish","clcf1 (cardiotrophin-like cytokine factor 1, si:dkey-6i22.4)","il6st (interleukin 6 cytokine family signal transduce, gp130), il6st (interleukin 6 cytokine family signal transduce, sb:eu844)",ZDB-GENE-110411-244,ZDB-GENE-080104-6,ENSDARG00000076140,ENSDARG00000104693,secreted,cell membrane
CDB15:0000304,clcf1 lifra,clcf1,lifra,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-clcf1%20lifra-based-on-Pubmed-ID-10966616,%2011285233-in-zebrafish","clcf1 (cardiotrophin-like cytokine factor 1, si:dkey-6i22.4)","lifra (LIF receptor subunit alpha a, zgc:112989)",ZDB-GENE-110411-244,ZDB-GENE-050327-16,ENSDARG00000076140,ENSDARG00000098857,secreted,cell membrane
CDB15:0000305,m17 cntfr,m17,cntfr,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-m17%20cntfr-based-on-Pubmed-ID-16051226,%207810882,%208627290-in-zebrafish","m17 (IL-6 subfamily cytokine M17, leukemia inhibitory factor), m17 (IL-6 subfamily cytokine M17, lif), m17 (IL-6 subfamily cytokine M17, si:dkeyp-15f12.5)","cntfr (ciliary neurotrophic factor receptor, cb549), cntfr (ciliary neurotrophic factor receptor, fj33e02), cntfr (ciliary neurotrophic factor receptor, sb:cb549), cntfr (ciliary neurotrophic factor receptor, si:bz76a6.1), cntfr (ciliary neurotrophic factor receptor, si:dz248f2.1), cntfr (ciliary neurotrophic factor receptor, si:rp71-76a6.1), cntfr (ciliary neurotrophic factor receptor, wu:fj33e02)",ZDB-GENE-060526-368,ZDB-GENE-030616-82,ENSDARG00000035435,ENSDARG00000028661,secreted,cell membrane
CDB15:0000306,m17 il6r,m17,il6r,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-m17%20il6r-based-on-Pubmed-ID-12643274-in-zebrafish,"m17 (IL-6 subfamily cytokine M17, leukemia inhibitory factor), m17 (IL-6 subfamily cytokine M17, lif), m17 (IL-6 subfamily cytokine M17, si:dkeyp-15f12.5)",il6r,ZDB-GENE-060526-368,ZDB-GENE-080107-7,ENSDARG00000035435,ENSDARG00000104474,secreted,cell membrane
CDB15:0000307,m17 il6st,m17,il6st,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-m17%20il6st-based-on-Pubmed-ID-16051226-in-zebrafish,"m17 (IL-6 subfamily cytokine M17, leukemia inhibitory factor), m17 (IL-6 subfamily cytokine M17, lif), m17 (IL-6 subfamily cytokine M17, si:dkeyp-15f12.5)","il6st (interleukin 6 cytokine family signal transduce, gp130), il6st (interleukin 6 cytokine family signal transduce, sb:eu844)",ZDB-GENE-060526-368,ZDB-GENE-080104-6,ENSDARG00000035435,ENSDARG00000104693,secreted,cell membrane
CDB15:0000308,m17 lifra,m17,lifra,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-m17%20lifra-based-on-Pubmed-ID-16051226-in-zebrafish,"m17 (IL-6 subfamily cytokine M17, leukemia inhibitory factor), m17 (IL-6 subfamily cytokine M17, lif), m17 (IL-6 subfamily cytokine M17, si:dkeyp-15f12.5)","lifra (LIF receptor subunit alpha a, zgc:112989)",ZDB-GENE-060526-368,ZDB-GENE-050327-16,ENSDARG00000035435,ENSDARG00000098857,secreted,cell membrane
CDB15:0000309,cntn2 cntn1a,cntn2,cntn1a,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-cntn2%20cntn1a-based-on-Pubmed-ID-12139915-in-zebrafish,"cntn2 (contactin 2, si:dz37k09.2), cntn2 (contactin 2, tag1), cntn2 (contactin 2, transiently expressed axonal glycoprotein)","cntn1a (contactin 1a, cntn1), cntn1a (contactin 1a, F3)",ZDB-GENE-990630-12,ZDB-GENE-030427-1,ENSDARG00000000472,ENSDARG00000087843,"secreted, cell membrane",cell membrane
CDB15:0000310,cntn2 cntnap2a,cntn2,cntnap2a,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-cntn2%20cntnap2a-based-on-Pubmed-ID-27621318-in-zebrafish,"cntn2 (contactin 2, si:dz37k09.2), cntn2 (contactin 2, tag1), cntn2 (contactin 2, transiently expressed axonal glycoprotein)","cntnap2a (contactin associated protein 2a, zmp:0000000672)",ZDB-GENE-990630-12,ZDB-GENE-120328-3,ENSDARG00000000472,ENSDARG00000058969,"secreted, cell membrane",cell membrane
CDB15:0000311,cntn2 nrcama,cntn2,nrcama,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-cntn2%20nrcama-based-on-Pubmed-ID-12139915,%201720120,%208641271-in-zebrafish","cntn2 (contactin 2, si:dz37k09.2), cntn2 (contactin 2, tag1), cntn2 (contactin 2, transiently expressed axonal glycoprotein)","nrcama (neuronal cell adhesion molecule a, nrcam), nrcama (neuronal cell adhesion molecule a, si:dkey-240a12.1)",ZDB-GENE-990630-12,ZDB-GENE-041210-235,ENSDARG00000000472,ENSDARG00000006396,"secreted, cell membrane",cell membrane
CDB15:0000312,cntn2 nrp1a,cntn2,nrp1a,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-cntn2%20nrp1a-based-on-Pubmed-ID-22836270-in-zebrafish,"cntn2 (contactin 2, si:dz37k09.2), cntn2 (contactin 2, tag1), cntn2 (contactin 2, transiently expressed axonal glycoprotein)","nrp1a (neuropilin 1a, np-1), nrp1a (neuropilin 1a, npn-1A), nrp1a (neuropilin 1a, nrp1), nrp1a (neuropilin 1a, zgc:111785), nrp1a (neuropilin 1a, zgc:136674), nrp1a (neuropilin 1a, znrp1)",ZDB-GENE-990630-12,ZDB-GENE-030519-2,ENSDARG00000000472,ENSDARG00000102153,"secreted, cell membrane",cell membrane
CDB15:0000313,cntn4 ptprga,cntn4,ptprga,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-cntn4%20ptprga-based-on-Pubmed-ID-20133774-in-zebrafish,"cntn4 (contactin 4, zgc:153573)",ptprga,ZDB-GENE-060929-776,ZDB-GENE-101101-4,ENSDARG00000098161,ENSDARG00000045006,"secreted, cell membrane",cell membrane
CDB15:0000314,col11a1a itga2.2,col11a1a,itga2.2,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-col11a1a%20itga2.2-based-on-Pubmed-ID-36233024-in-zebrafish,"col11a1a (collagen, type XI, alpha 1a, col11a1), col11a1a (collagen, type XI, alpha 1a, wu:fb34e11), col11a1a (collagen, type XI, alpha 1a, wu:fc11b03), col11a1a (collagen, type XI, alpha 1a, zgc:158335)","itga2.2 (integrin, alpha 2 (CD49B, alpha 2 subunit of VLA-2 receptor), tandem duplicate 2, CD49b), itga2.2 (integrin, alpha 2 (CD49B, alpha 2 subunit of VLA-2 receptor), tandem duplicate 2, si:dkey-27b3.9)",ZDB-GENE-070209-167,ZDB-GENE-091118-70,ENSDARG00000026165,ENSDARG00000062974,secreted,cell membrane
CDB15:0000315,col11a1a itgb1a,col11a1a,itgb1a,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-col11a1a%20itgb1a-based-on-Pubmed-ID-36233024-in-zebrafish,"col11a1a (collagen, type XI, alpha 1a, col11a1), col11a1a (collagen, type XI, alpha 1a, wu:fb34e11), col11a1a (collagen, type XI, alpha 1a, wu:fc11b03), col11a1a (collagen, type XI, alpha 1a, zgc:158335)","itgb1a (integrin, beta 1a, beta1-1)",ZDB-GENE-070209-167,ZDB-GENE-060803-2,ENSDARG00000026165,ENSDARG00000071863,secreted,cell membrane
CDB15:0000316,col14a1a cd44b,col14a1a,cd44b,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-col14a1a%20cd44b-based-on-Pubmed-ID-8986622-in-zebrafish,"col14a1a (collagen, type XIV, alpha 1a, cb382), col14a1a (collagen, type XIV, alpha 1a, cb542), col14a1a (collagen, type XIV, alpha 1a, col14a1), col14a1a (collagen, type XIV, alpha 1a, sb:cb382), col14a1a (collagen, type XIV, alpha 1a, sb:cb542)","cd44b (CD44 molecule (IN blood group) b, cd44c)",ZDB-GENE-030131-9889,ZDB-GENE-110429-2,ENSDARG00000005762,ENSDARG00000089892,secreted,cell membrane
CDB15:0000317,col18a1b gpc1b,col18a1b,gpc1b,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-col18a1b%20gpc1b-based-on-Pubmed-ID-11336704-in-zebrafish,"col18a1b (collagen type XVIII alpha 1 chain b, si:dkey-257h21.1)","gpc1b (glypican 1b, gpc1), gpc1b (glypican 1b, im:7148416), gpc1b (glypican 1b, zgc:63947)",ZDB-GENE-110411-288,ZDB-GENE-040426-1306,ENSDARG00000095901,ENSDARG00000090585,secreted,cell membrane
CDB15:0000318,col18a1b gpc4,col18a1b,gpc4,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-col18a1b%20gpc4-based-on-Pubmed-ID-11336704-in-zebrafish,"col18a1b (collagen type XVIII alpha 1 chain b, si:dkey-257h21.1)","gpc4 (glypican 4, chunp6920), gpc4 (glypican 4, fc47a08), gpc4 (glypican 4, fe05f10), gpc4 (glypican 4, gpc4/6), gpc4 (glypican 4, gpc6), gpc4 (glypican 4, kny), gpc4 (glypican 4, knypek), gpc4 (glypican 4, wu:fc47a08), gpc4 (glypican 4, wu:fe05f10), gpc4 (glypican 4, zgc:194854)",ZDB-GENE-110411-288,ZDB-GENE-011119-1,ENSDARG00000095901,ENSDARG00000015472,secreted,cell membrane
CDB15:0000319,col18a1b itga5,col18a1b,itga5,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-col18a1b%20itga5-based-on-Pubmed-ID-11158588,%2012682293-in-zebrafish","col18a1b (collagen type XVIII alpha 1 chain b, si:dkey-257h21.1)","itga5 (integrin, alpha 5 (fibronectin receptor, alpha polypeptide), before eight), itga5 (integrin, alpha 5 (fibronectin receptor, alpha polypeptide), bfe), itga5 (integrin, alpha 5 (fibronectin receptor, alpha polypeptide), sb:cb665), itga5 (integrin, alpha 5 (fibronectin receptor, alpha polypeptide), wu:fe02h07)",ZDB-GENE-110411-288,ZDB-GENE-031116-52,ENSDARG00000095901,ENSDARG00000006353,secreted,cell membrane
CDB15:0000320,col18a1b itgb1a,col18a1b,itgb1a,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-col18a1b%20itgb1a-based-on-Pubmed-ID-12682293-in-zebrafish,"col18a1b (collagen type XVIII alpha 1 chain b, si:dkey-257h21.1)","itgb1a (integrin, beta 1a, beta1-1)",ZDB-GENE-110411-288,ZDB-GENE-060803-2,ENSDARG00000095901,ENSDARG00000071863,secreted,cell membrane
CDB15:0000321,col18a1b kdr,col18a1b,kdr,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-col18a1b%20kdr-based-on-Pubmed-ID-12029087-in-zebrafish,"col18a1b (collagen type XVIII alpha 1 chain b, si:dkey-257h21.1)","kdr (kinase insert domain receptor (a type III receptor tyrosine kinase), kdrb), kdr (kinase insert domain receptor (a type III receptor tyrosine kinase), si:busm1-205d10.1), kdr (kinase insert domain receptor (a type III receptor tyrosine kinase), si:ch211-254j6.1), kdr (kinase insert domain receptor (a type III receptor tyrosine kinase), si:ch211-278f21.4), kdr (kinase insert domain receptor (a type III receptor tyrosine kinase), vegfr2b)",ZDB-GENE-110411-288,ZDB-GENE-041001-112,ENSDARG00000095901,ENSDARG00000017321,secreted,cell membrane
CDB15:0000322,col1a1a cd44b,col1a1a,cd44b,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-col1a1a%20cd44b-based-on-Pubmed-ID-1730778-in-zebrafish,"col1a1a (collagen, type I, alpha 1a, alpha1(I)), col1a1a (collagen, type I, alpha 1a, cb21), col1a1a (collagen, type I, alpha 1a, chi), col1a1a (collagen, type I, alpha 1a, chihuahua), col1a1a (collagen, type I, alpha 1a, col1a1), col1a1a (collagen, type I, alpha 1a, med), col1a1a (collagen, type I, alpha 1a, microwaved), col1a1a (collagen, type I, alpha 1a, sb:cb21), col1a1a (collagen, type I, alpha 1a, sb:cb384), col1a1a (collagen, type I, alpha 1a, wu:fa99c12), col1a1a (collagen, type I, alpha 1a, wu:fb02c06)","cd44b (CD44 molecule (IN blood group) b, cd44c)",ZDB-GENE-030131-9102,ZDB-GENE-110429-2,ENSDARG00000012405,ENSDARG00000089892,secreted,cell membrane
CDB15:0000323,col1a1a ddr1,col1a1a,ddr1,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-col1a1a%20ddr1-based-on-Pubmed-ID-16440311,%209659899,%209659900-in-zebrafish","col1a1a (collagen, type I, alpha 1a, alpha1(I)), col1a1a (collagen, type I, alpha 1a, cb21), col1a1a (collagen, type I, alpha 1a, chi), col1a1a (collagen, type I, alpha 1a, chihuahua), col1a1a (collagen, type I, alpha 1a, col1a1), col1a1a (collagen, type I, alpha 1a, med), col1a1a (collagen, type I, alpha 1a, microwaved), col1a1a (collagen, type I, alpha 1a, sb:cb21), col1a1a (collagen, type I, alpha 1a, sb:cb384), col1a1a (collagen, type I, alpha 1a, wu:fa99c12), col1a1a (collagen, type I, alpha 1a, wu:fb02c06)","ddr1 (discoidin domain receptor tyrosine kinase 1, im:7158194)",ZDB-GENE-030131-9102,ZDB-GENE-060323-2,ENSDARG00000012405,ENSDARG00000078523,secreted,cell membrane
CDB15:0000324,col1a1a ddr2b,col1a1a,ddr2b,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-col1a1a%20ddr2b-based-on-Pubmed-ID-12611880,%209659899,%209659900-in-zebrafish","col1a1a (collagen, type I, alpha 1a, alpha1(I)), col1a1a (collagen, type I, alpha 1a, cb21), col1a1a (collagen, type I, alpha 1a, chi), col1a1a (collagen, type I, alpha 1a, chihuahua), col1a1a (collagen, type I, alpha 1a, col1a1), col1a1a (collagen, type I, alpha 1a, med), col1a1a (collagen, type I, alpha 1a, microwaved), col1a1a (collagen, type I, alpha 1a, sb:cb21), col1a1a (collagen, type I, alpha 1a, sb:cb384), col1a1a (collagen, type I, alpha 1a, wu:fa99c12), col1a1a (collagen, type I, alpha 1a, wu:fb02c06)","ddr2b (discoidin domain receptor tyrosine kinase 2b, si:dkey-60b12.8)",ZDB-GENE-030131-9102,ZDB-GENE-060503-361,ENSDARG00000012405,ENSDARG00000058695,secreted,cell membrane
