Interaction ID,LR Pair,Ligand_gene,Receptor_gene,Evidence,AI summary,Ligand_aliases,Receptor_aliases,Ligand XEN ID,Receptor XEN ID,Ligand ENSEMBL ID,Receptor ENSEMBL ID,Human Ligand Symbols,Human Receptor Symbols,Ligand Location,Receptor Location
CDB15:0000624,fgf4 fgfr4,fgf4,fgfr4,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-fgf4%20fgfr4-based-on-Pubmed-ID-8663044-in-frog,"fgf4 (Xfgf-4, Xfgf4, fgf-4, fgfe, fgf4-b, XEFGF, HBGF-4, efgf, fgf4-a)","fgfr4 (FGF receptor 4, xfgfr4, XFGFR-4a, XFGFR-4, fgfr-4, fgfr4-a, fgfr4-b)",XB-GENE-480496,XB-GENE-478699,ENSXETG00000037755,ENSXETG00000007231,"FGF4 (HSTF1, K-FGF, HBGF-4, HST, HST-1, KFGF)","FGFR4 (JTK2, CD334, TKF)",secreted,cell membrane
CDB15:0000625,fgf4 nrp1,fgf4,nrp1,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-fgf4%20nrp1-based-on-Pubmed-ID-15695515-in-frog,"fgf4 (Xfgf-4, Xfgf4, fgf-4, fgfe, fgf4-b, XEFGF, HBGF-4, efgf, fgf4-a)","nrp1 (A5 antigen, np-1, neuropilin-1, nrp, npn-1, nrp-1, neuropilin, pNPG152, LOC108718763)",XB-GENE-480496,XB-GENE-480688,ENSXETG00000037755,ENSXETG00000012629,"FGF4 (HSTF1, K-FGF, HBGF-4, HST, HST-1, KFGF)","NRP1 (NRP, VEGF165R, CD304)",secreted,cell membrane
CDB15:0000626,fgf5 fgfr1,fgf5,fgfr1,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-fgf5%20fgfr1-based-on-Pubmed-ID-8386828,%208663044-in-frog","fgf5 (hbgf-5, smag-82)","fgfr1 (X1FGFR, flt-2, cek, flg, ogd, XFGFR-1, xfgfr1, kal2, bfgfr, fgfr-1, fgfr1-a, fgfr1-b, xfgfra2)",XB-GENE-482346,XB-GENE-1018554,ENSXETG00000047496,ENSXETG00000016775,FGF5,"FGFR1 (FLT2, KAL2, H2, H3, H4, H5, CEK, FLG, BFGFR, N-SAM, CD331)",secreted,cell membrane
CDB15:0000627,fgf5 fgfr2,fgf5,fgfr2,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-fgf5%20fgfr2-based-on-Pubmed-ID-38637504,%208386828,%208663044-in-frog","fgf5 (hbgf-5, smag-82)","fgfr2 (xfgfr2, fgfr-2)",XB-GENE-482346,XB-GENE-1018296,ENSXETG00000047496,ENSXETG00000015592,FGF5,"FGFR2 (KGFR, BEK, CFD1, JWS, CEK3, TK14, TK25, ECT1, K-SAM, CD332)",secreted,cell membrane
CDB15:0000628,fgf5 fgfr3,fgf5,fgfr3,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-fgf5%20fgfr3-based-on-Pubmed-ID-8663044-in-frog,"fgf5 (hbgf-5, smag-82)","fgfr3 (ach, cek2, jtk4, cd333, hsfgfr3ex, fgfr-3)",XB-GENE-482346,XB-GENE-479255,ENSXETG00000047496,ENSXETG00000002396,FGF5,"FGFR3 (ACH, CEK2, JTK4, CD333)",secreted,cell membrane
CDB15:0000629,fgf5 fgfr4,fgf5,fgfr4,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-fgf5%20fgfr4-based-on-Pubmed-ID-8663044-in-frog,"fgf5 (hbgf-5, smag-82)","fgfr4 (FGF receptor 4, xfgfr4, XFGFR-4a, XFGFR-4, fgfr-4, fgfr4-a, fgfr4-b)",XB-GENE-482346,XB-GENE-478699,ENSXETG00000047496,ENSXETG00000007231,FGF5,"FGFR4 (JTK2, CD334, TKF)",secreted,cell membrane
CDB15:0000630,fgf6 fgfr1,fgf6,fgfr1,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-fgf6%20fgfr1-based-on-Pubmed-ID-8663044-in-frog,fgf6 (fgf-6),"fgfr1 (X1FGFR, flt-2, cek, flg, ogd, XFGFR-1, xfgfr1, kal2, bfgfr, fgfr-1, fgfr1-a, fgfr1-b, xfgfra2)",XB-GENE-1018159,XB-GENE-1018554,ENSXETG00000049430,ENSXETG00000016775,FGF6,"FGFR1 (FLT2, KAL2, H2, H3, H4, H5, CEK, FLG, BFGFR, N-SAM, CD331)",secreted,cell membrane
CDB15:0000631,fgf6 fgfr2,fgf6,fgfr2,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-fgf6%20fgfr2-based-on-Pubmed-ID-8663044-in-frog,fgf6 (fgf-6),"fgfr2 (xfgfr2, fgfr-2)",XB-GENE-1018159,XB-GENE-1018296,ENSXETG00000049430,ENSXETG00000015592,FGF6,"FGFR2 (KGFR, BEK, CFD1, JWS, CEK3, TK14, TK25, ECT1, K-SAM, CD332)",secreted,cell membrane
CDB15:0000632,fgf6 fgfr3,fgf6,fgfr3,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-fgf6%20fgfr3-based-on-Pubmed-ID-8663044-in-frog,fgf6 (fgf-6),"fgfr3 (ach, cek2, jtk4, cd333, hsfgfr3ex, fgfr-3)",XB-GENE-1018159,XB-GENE-479255,ENSXETG00000049430,ENSXETG00000002396,FGF6,"FGFR3 (ACH, CEK2, JTK4, CD333)",secreted,cell membrane
CDB15:0000633,fgf6 fgfr4,fgf6,fgfr4,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-fgf6%20fgfr4-based-on-Pubmed-ID-1385111,%208663044-in-frog",fgf6 (fgf-6),"fgfr4 (FGF receptor 4, xfgfr4, XFGFR-4a, XFGFR-4, fgfr-4, fgfr4-a, fgfr4-b)",XB-GENE-1018159,XB-GENE-478699,ENSXETG00000049430,ENSXETG00000007231,FGF6,"FGFR4 (JTK2, CD334, TKF)",secreted,cell membrane
CDB15:0000634,fgf7 fgfr1,fgf7,fgfr1,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-fgf7%20fgfr1-based-on-Pubmed-ID-16597617-in-frog,fgf7 (kgf),"fgfr1 (X1FGFR, flt-2, cek, flg, ogd, XFGFR-1, xfgfr1, kal2, bfgfr, fgfr-1, fgfr1-a, fgfr1-b, xfgfra2)",XB-GENE-488183,XB-GENE-1018554,ENSXETG00000037937,ENSXETG00000016775,FGF7 (KGF),"FGFR1 (FLT2, KAL2, H2, H3, H4, H5, CEK, FLG, BFGFR, N-SAM, CD331)",secreted,cell membrane
CDB15:0000635,fgf7 fgfr2,fgf7,fgfr2,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-fgf7%20fgfr2-based-on-Pubmed-ID-16597617,%207687739-in-frog",fgf7 (kgf),"fgfr2 (xfgfr2, fgfr-2)",XB-GENE-488183,XB-GENE-1018296,ENSXETG00000037937,ENSXETG00000015592,FGF7 (KGF),"FGFR2 (KGFR, BEK, CFD1, JWS, CEK3, TK14, TK25, ECT1, K-SAM, CD332)",secreted,cell membrane
CDB15:0000636,fgf7 nrp1,fgf7,nrp1,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-fgf7%20nrp1-based-on-Pubmed-ID-15695515-in-frog,fgf7 (kgf),"nrp1 (A5 antigen, np-1, neuropilin-1, nrp, npn-1, nrp-1, neuropilin, pNPG152, LOC108718763)",XB-GENE-488183,XB-GENE-480688,ENSXETG00000037937,ENSXETG00000012629,FGF7 (KGF),"NRP1 (NRP, VEGF165R, CD304)",secreted,cell membrane
CDB15:0000637,fgf8 fgfr1,fgf8,fgfr1,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-fgf8%20fgfr1-based-on-Pubmed-ID-16597617,%208290257-in-frog","fgf8 (fgf-8b, fgf8b, fgf8a, FGF-8, Xfgf8, Xfgf-8, MGC79739, AIGF)","fgfr1 (X1FGFR, flt-2, cek, flg, ogd, XFGFR-1, xfgfr1, kal2, bfgfr, fgfr-1, fgfr1-a, fgfr1-b, xfgfra2)",XB-GENE-480983,XB-GENE-1018554,ENSXETG00000014474,ENSXETG00000016775,FGF8 (AIGF),"FGFR1 (FLT2, KAL2, H2, H3, H4, H5, CEK, FLG, BFGFR, N-SAM, CD331)",secreted,cell membrane
CDB15:0000638,fgf8 fgfr2,fgf8,fgfr2,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-fgf8%20fgfr2-based-on-Pubmed-ID-16597617,%208663044-in-frog","fgf8 (fgf-8b, fgf8b, fgf8a, FGF-8, Xfgf8, Xfgf-8, MGC79739, AIGF)","fgfr2 (xfgfr2, fgfr-2)",XB-GENE-480983,XB-GENE-1018296,ENSXETG00000014474,ENSXETG00000015592,FGF8 (AIGF),"FGFR2 (KGFR, BEK, CFD1, JWS, CEK3, TK14, TK25, ECT1, K-SAM, CD332)",secreted,cell membrane
CDB15:0000639,fgf8 fgfr3,fgf8,fgfr3,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-fgf8%20fgfr3-based-on-Pubmed-ID-10574949,%2016597617,%208663044-in-frog","fgf8 (fgf-8b, fgf8b, fgf8a, FGF-8, Xfgf8, Xfgf-8, MGC79739, AIGF)","fgfr3 (ach, cek2, jtk4, cd333, hsfgfr3ex, fgfr-3)",XB-GENE-480983,XB-GENE-479255,ENSXETG00000014474,ENSXETG00000002396,FGF8 (AIGF),"FGFR3 (ACH, CEK2, JTK4, CD333)",secreted,cell membrane
CDB15:0000640,fgf8 fgfr4,fgf8,fgfr4,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-fgf8%20fgfr4-based-on-Pubmed-ID-10736564,%2016597617,%208663044-in-frog","fgf8 (fgf-8b, fgf8b, fgf8a, FGF-8, Xfgf8, Xfgf-8, MGC79739, AIGF)","fgfr4 (FGF receptor 4, xfgfr4, XFGFR-4a, XFGFR-4, fgfr-4, fgfr4-a, fgfr4-b)",XB-GENE-480983,XB-GENE-478699,ENSXETG00000014474,ENSXETG00000007231,FGF8 (AIGF),"FGFR4 (JTK2, CD334, TKF)",secreted,cell membrane
CDB15:0000641,fgf9 fgfr1,fgf9,fgfr1,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-fgf9%20fgfr1-based-on-Pubmed-ID-16597617,%208663044-in-frog","fgf9 (XFGF-9, HBGF-9, FGF-9, GAF, LOC108708721)","fgfr1 (X1FGFR, flt-2, cek, flg, ogd, XFGFR-1, xfgfr1, kal2, bfgfr, fgfr-1, fgfr1-a, fgfr1-b, xfgfra2)",XB-GENE-484466,XB-GENE-1018554,ENSXETG00000021075,ENSXETG00000016775,FGF9,"FGFR1 (FLT2, KAL2, H2, H3, H4, H5, CEK, FLG, BFGFR, N-SAM, CD331)",secreted,cell membrane
CDB15:0000642,fgf9 fgfr2,fgf9,fgfr2,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-fgf9%20fgfr2-based-on-Pubmed-ID-16597617,%208576175,%208663044-in-frog","fgf9 (XFGF-9, HBGF-9, FGF-9, GAF, LOC108708721)","fgfr2 (xfgfr2, fgfr-2)",XB-GENE-484466,XB-GENE-1018296,ENSXETG00000021075,ENSXETG00000015592,FGF9,"FGFR2 (KGFR, BEK, CFD1, JWS, CEK3, TK14, TK25, ECT1, K-SAM, CD332)",secreted,cell membrane
CDB15:0000643,fgf9 fgfr3,fgf9,fgfr3,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-fgf9%20fgfr3-based-on-Pubmed-ID-10574949,%2015231666,%2016597617,%208576175,%208663044-in-frog","fgf9 (XFGF-9, HBGF-9, FGF-9, GAF, LOC108708721)","fgfr3 (ach, cek2, jtk4, cd333, hsfgfr3ex, fgfr-3)",XB-GENE-484466,XB-GENE-479255,ENSXETG00000021075,ENSXETG00000002396,FGF9,"FGFR3 (ACH, CEK2, JTK4, CD333)",secreted,cell membrane
CDB15:0000644,fgf9 fgfr4,fgf9,fgfr4,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-fgf9%20fgfr4-based-on-Pubmed-ID-8663044-in-frog,"fgf9 (XFGF-9, HBGF-9, FGF-9, GAF, LOC108708721)","fgfr4 (FGF receptor 4, xfgfr4, XFGFR-4a, XFGFR-4, fgfr-4, fgfr4-a, fgfr4-b)",XB-GENE-484466,XB-GENE-478699,ENSXETG00000021075,ENSXETG00000007231,FGF9,"FGFR4 (JTK2, CD334, TKF)",secreted,cell membrane
CDB15:0000645,fgg itga2b,fgg,itga2b,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-fgg%20itga2b-based-on-Pubmed-ID-15031111,%2015378069,%2018710925,%202018974,%2023551977,%2026631735-in-frog",fgg (gamma-fibrinogen),itga2b (cd41l2),XB-GENE-478355,XB-GENE-5950162,ENSXETG00000022415,ENSXETG00000032329,FGG,"ITGA2B (GP2B, CD41B, CD41, PPP1R93, GPIIb)",secreted,cell membrane
CDB15:0000646,fgg itgav,fgg,itgav,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-fgg%20itgav-based-on-Pubmed-ID-15031111-in-frog,fgg (gamma-fibrinogen),"itgav (itgav-b, itgav-a)",XB-GENE-478355,XB-GENE-488969,ENSXETG00000022415,ENSXETG00000013317,FGG,"ITGAV (VNRA, MSK8, VTNR, CD51)",secreted,cell membrane
CDB15:0000647,fgg itgb2,fgg,itgb2,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-fgg%20itgb2-based-on-Pubmed-ID-16601240-in-frog,fgg (gamma-fibrinogen),"itgb2 (itgb2-a, itgb2-b)",XB-GENE-478355,XB-GENE-988513,ENSXETG00000022415,ENSXETG00000018634,FGG,"ITGB2 (CD18, MFI7, LFA-1, MAC-1)",secreted,cell membrane
CDB15:0000648,vegfd flt4,vegfd,flt4,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-vegfd%20flt4-based-on-Pubmed-ID-21148085,%209435229-in-frog","vegfd (vegf-d, figf)","flt4 (flt-4, vegfr3, vegfr-3, LOC108710830, LOC108712628)",XB-GENE-487325,XB-GENE-483183,ENSXETG00000007499,ENSXETG00000008399,"VEGFD (FIGF, VEGF-D)","FLT4 (VEGFR3, PCL, VEGFR-3)",secreted,cell membrane
CDB15:0000649,vegfd itga9,vegfd,itga9,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-vegfd%20itga9-based-on-Pubmed-ID-15590642-in-frog,"vegfd (vegf-d, figf)",itga9,XB-GENE-487325,XB-GENE-994231,ENSXETG00000007499,ENSXETG00000023422,"VEGFD (FIGF, VEGF-D)","ITGA9 (RLC, ITGA4L, ALPHA-RLC)",secreted,cell membrane
CDB15:0000650,vegfd itgb1,vegfd,itgb1,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-vegfd%20itgb1-based-on-Pubmed-ID-15590642-in-frog,"vegfd (vegf-d, figf)","itgb1 (cd29, fnrb, mdf2, vlab, gpiia, msk12, vla-beta, Beta 1 integrin, itgb1-a, itgb1-b)",XB-GENE-487325,XB-GENE-946725,ENSXETG00000007499,ENSXETG00000026716,"VEGFD (FIGF, VEGF-D)","ITGB1 (FNRB, MSK12, MDF2, CD29, GPIIA)",secreted,cell membrane
CDB15:0000651,vegfd kdr,vegfd,kdr,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-vegfd%20kdr-based-on-Pubmed-ID-9435229-in-frog,"vegfd (vegf-d, figf)","kdr (flk1, flk-1, vegfr-2, vegfr2, xflk-1, LOC108698463)",XB-GENE-487325,XB-GENE-6053213,ENSXETG00000007499,ENSXETG00000021061,"VEGFD (FIGF, VEGF-D)","KDR (FLK1, VEGFR, VEGFR2, CD309)",secreted,cell membrane
CDB15:0000652,vegfd nrp2,vegfd,nrp2,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-vegfd%20nrp2-based-on-Pubmed-ID-16816121-in-frog,"vegfd (vegf-d, figf)",nrp2,XB-GENE-487325,XB-GENE-485735,ENSXETG00000007499,ENSXETG00000010095,"VEGFD (FIGF, VEGF-D)",NRP2 (VEGF165R2),secreted,cell membrane
CDB15:0000653,flt3lg flt3,flt3lg,flt3,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-flt3lg%20flt3-based-on-Pubmed-ID-7505204,%2015147956,%209651358-in-frog","flt3lg (LOC108696754, LOC108697795)","flt3 (flt-3, flk2, stk1, LOC108707566, LOC108709958)",XB-GENE-22201452,XB-GENE-481373,,ENSXETG00000047257,FLT3LG,"FLT3 (STK1, FLK2, CD135)","secreted, cell membrane",cell membrane
CDB15:0000654,fn1 cd44,fn1,cd44,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-fn1%20cd44-based-on-Pubmed-ID-1730778-in-frog,"fn1 (fibronectin, gene C, MGC97508, LOC121393057)","cd44 (XCD44, lhr, mc56, mdu2, mdu3, mic4, pgp1, cdw44, cspg8, hcell, mutch-i, ecmr-iii)",XB-GENE-484447,XB-GENE-487547,ENSXETG00000010898,ENSXETG00000007556,"FN1 (MSF, CIG, LETS, GFND2, FINC, lnc-ABCA12-8)","CD44 (MIC4, MDU2, MDU3, IN, MC56, Pgp1, PGP-1, CD44R, HCELL, CSPG8, Hermes-1, CDw44, HUTCH-1, HUTCH-I, ECM-III, H-CAM)",secreted,cell membrane
CDB15:0000655,fn1 col13a1,fn1,col13a1,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-fn1%20col13a1-based-on-Pubmed-ID-11956183-in-frog,"fn1 (fibronectin, gene C, MGC97508, LOC121393057)","col13a1 (colxiiia1, LOC108697509)",XB-GENE-484447,XB-GENE-6462746,ENSXETG00000010898,ENSXETG00000017148,"FN1 (MSF, CIG, LETS, GFND2, FINC, lnc-ABCA12-8)",COL13A1,secreted,cell membrane
CDB15:0000656,fn1 itga2,fn1,itga2,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-fn1%20itga2-based-on-Pubmed-ID-7688313-in-frog,"fn1 (fibronectin, gene C, MGC97508, LOC121393057)",itga2,XB-GENE-484447,XB-GENE-982743,ENSXETG00000010898,ENSXETG00000004177,"FN1 (MSF, CIG, LETS, GFND2, FINC, lnc-ABCA12-8)","ITGA2 (CD49B, GPIa, VLAA2, HPA-5)",secreted,cell membrane
CDB15:0000657,fn1 itga2b,fn1,itga2b,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-fn1%20itga2b-based-on-Pubmed-ID-15031111,%2026631735,%208663002-in-frog","fn1 (fibronectin, gene C, MGC97508, LOC121393057)",itga2b (cd41l2),XB-GENE-484447,XB-GENE-5950162,ENSXETG00000010898,ENSXETG00000032329,"FN1 (MSF, CIG, LETS, GFND2, FINC, lnc-ABCA12-8)","ITGA2B (GP2B, CD41B, CD41, PPP1R93, GPIIb)",secreted,cell membrane
CDB15:0000658,fn1 itga3,fn1,itga3,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-fn1%20itga3-based-on-Pubmed-ID-26318455-in-frog,"fn1 (fibronectin, gene C, MGC97508, LOC121393057)","itga3 (itga3-a, itga3-b)",XB-GENE-484447,XB-GENE-493979,ENSXETG00000010898,ENSXETG00000021920,"FN1 (MSF, CIG, LETS, GFND2, FINC, lnc-ABCA12-8)","ITGA3 (MSK18, CD49c, VLA3a, VCA-2, GAP-B3)",secreted,cell membrane
CDB15:0000659,fn1 itga4,fn1,itga4,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-fn1%20itga4-based-on-Pubmed-ID-9117345-in-frog,"fn1 (fibronectin, gene C, MGC97508, LOC121393057)",itga4 (inta4),XB-GENE-484447,XB-GENE-960093,ENSXETG00000010898,ENSXETG00000014072,"FN1 (MSF, CIG, LETS, GFND2, FINC, lnc-ABCA12-8)","ITGA4 (CD49D, CD49d)",secreted,cell membrane
CDB15:0000660,fn1 itga5,fn1,itga5,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-fn1%20itga5-based-on-Pubmed-ID-36812915,%209211865-in-frog","fn1 (fibronectin, gene C, MGC97508, LOC121393057)","itga5 (VLA-5, Integrin alpha5)",XB-GENE-484447,XB-GENE-493953,ENSXETG00000010898,ENSXETG00000021265,"FN1 (MSF, CIG, LETS, GFND2, FINC, lnc-ABCA12-8)","ITGA5 (FNRA, CD49e)",secreted,cell membrane
CDB15:0000661,fn1 itga8,fn1,itga8,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-fn1%20itga8-based-on-Pubmed-ID-7559467,%207626807-in-frog","fn1 (fibronectin, gene C, MGC97508, LOC121393057)",itga8,XB-GENE-484447,XB-GENE-961825,ENSXETG00000010898,ENSXETG00000020282,"FN1 (MSF, CIG, LETS, GFND2, FINC, lnc-ABCA12-8)",ITGA8,secreted,cell membrane
CDB15:0000662,fn1 itga9,fn1,itga9,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-fn1%20itga9-based-on-Pubmed-ID-11839764-in-frog,"fn1 (fibronectin, gene C, MGC97508, LOC121393057)",itga9,XB-GENE-484447,XB-GENE-994231,ENSXETG00000010898,ENSXETG00000023422,"FN1 (MSF, CIG, LETS, GFND2, FINC, lnc-ABCA12-8)","ITGA9 (RLC, ITGA4L, ALPHA-RLC)",secreted,cell membrane
CDB15:0000663,fn1 itgav,fn1,itgav,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-fn1%20itgav-based-on-Pubmed-ID-15031111,%201693626,%2018599809,%2033141174-in-frog","fn1 (fibronectin, gene C, MGC97508, LOC121393057)","itgav (itgav-b, itgav-a)",XB-GENE-484447,XB-GENE-488969,ENSXETG00000010898,ENSXETG00000013317,"FN1 (MSF, CIG, LETS, GFND2, FINC, lnc-ABCA12-8)","ITGAV (VNRA, MSK8, VTNR, CD51)",secreted,cell membrane
CDB15:0000664,fn1 itgb1,fn1,itgb1,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-fn1%20itgb1-based-on-Pubmed-ID-18599809,%2026318455,%2033962943,%2036812915-in-frog","fn1 (fibronectin, gene C, MGC97508, LOC121393057)","itgb1 (cd29, fnrb, mdf2, vlab, gpiia, msk12, vla-beta, Beta 1 integrin, itgb1-a, itgb1-b)",XB-GENE-484447,XB-GENE-946725,ENSXETG00000010898,ENSXETG00000026716,"FN1 (MSF, CIG, LETS, GFND2, FINC, lnc-ABCA12-8)","ITGB1 (FNRB, MSK12, MDF2, CD29, GPIIA)",secreted,cell membrane
CDB15:0000665,fn1 itgb3,fn1,itgb3,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-fn1%20itgb3-based-on-Pubmed-ID-15031111,%2026631735,%2028092265-in-frog","fn1 (fibronectin, gene C, MGC97508, LOC121393057)","itgb3 (cd61, gp3a)",XB-GENE-484447,XB-GENE-1009964,ENSXETG00000010898,ENSXETG00000019163,"FN1 (MSF, CIG, LETS, GFND2, FINC, lnc-ABCA12-8)","ITGB3 (GP3A, CD61, GPIIIa)",secreted,cell membrane
CDB15:0000666,fn1 itgb6,fn1,itgb6,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-fn1%20itgb6-based-on-Pubmed-ID-1532572-in-frog,"fn1 (fibronectin, gene C, MGC97508, LOC121393057)",itgb6 (xbx6),XB-GENE-484447,XB-GENE-960432,ENSXETG00000010898,ENSXETG00000027510,"FN1 (MSF, CIG, LETS, GFND2, FINC, lnc-ABCA12-8)",ITGB6,secreted,cell membrane
CDB15:0000667,fn1 itgb7,fn1,itgb7,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-fn1%20itgb7-based-on-Pubmed-ID-1372909-in-frog,"fn1 (fibronectin, gene C, MGC97508, LOC121393057)",itgb7,XB-GENE-484447,XB-GENE-1012435,ENSXETG00000010898,ENSXETG00000012671,"FN1 (MSF, CIG, LETS, GFND2, FINC, lnc-ABCA12-8)",ITGB7,secreted,cell membrane
CDB15:0000668,fn1 itgb8,fn1,itgb8,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-fn1%20itgb8-based-on-Pubmed-ID-7542940-in-frog,"fn1 (fibronectin, gene C, MGC97508, LOC121393057)",itgb8,XB-GENE-484447,XB-GENE-950732,ENSXETG00000010898,ENSXETG00000013431,"FN1 (MSF, CIG, LETS, GFND2, FINC, lnc-ABCA12-8)",ITGB8,secreted,cell membrane
CDB15:0000669,fn1 mag,fn1,mag,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-fn1%20mag-based-on-Pubmed-ID-11423128-in-frog,"fn1 (fibronectin, gene C, MGC97508, LOC121393057)","mag (gma, s-mag, siglec-4a, siglec4a)",XB-GENE-484447,XB-GENE-6462484,ENSXETG00000010898,ENSXETG00000008234,"FN1 (MSF, CIG, LETS, GFND2, FINC, lnc-ABCA12-8)","MAG (GMA, SIGLEC4A, SIGLEC-4A, S-MAG, SIGLEC4)",secreted,cell membrane
CDB15:0000670,fn1 sdc2,fn1,sdc2,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-fn1%20sdc2-based-on-Pubmed-ID-10772816-in-frog,"fn1 (fibronectin, gene C, MGC97508, LOC121393057)","sdc2 (syndecan 2, hspg, hspg1, synd2, syndecan-2, sdc2-a, sdc2-b)",XB-GENE-484447,XB-GENE-6455361,ENSXETG00000010898,ENSXETG00000035467,"FN1 (MSF, CIG, LETS, GFND2, FINC, lnc-ABCA12-8)","SDC2 (HSPG, HSPG1, fibroglycan, SYND2, CD362)",secreted,cell membrane
CDB15:0000671,fn1 tshr,fn1,tshr,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-fn1%20tshr-based-on-Pubmed-ID-11981027-in-frog,"fn1 (fibronectin, gene C, MGC97508, LOC121393057)","tshr (chng1, lgr3, tshr-i, LOC108698960, LOC108700487)",XB-GENE-484447,XB-GENE-991483,ENSXETG00000010898,ENSXETG00000010035,"FN1 (MSF, CIG, LETS, GFND2, FINC, lnc-ABCA12-8)",TSHR (LGR3),secreted,cell membrane
